CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
C13658,663.415354,1,608.18,608.18,0,929.641923,0.333333,0.333333,0,0.25,9,6,2700,614.998015,237.022164,0,12,1,PAYMENT,2374.49,C1707634104,1382,0,M2130606983,0,0,0
C13659,896.619803,1,128.86,0,128.86,0,0.166667,0,0.166667,0,0,2,1200,1606.846759,927.291416,0,12,1,PAYMENT,6579.9,C180489140,11432,4852.1,M1512822728,0,0,0
C13660,2820.576665,0.818182,0,0,0,10717.89195,0,0,0,0.583333,11,0,7000,9602.278174,937.556314,0.142857,12,1,PAYMENT,2481.59,C2091439256,4852.1,2370.51,M1904720585,0,0,0
C13661,1077.019958,1,465.9,398.1,67.8,272.884393,1,0.416667,1,0.333333,6,33,1200,360.977324,259.240426,0,12,1,PAYMENT,6720.15,C1803714790,2370.51,0,M1863557065,0,0,0
C13662,2654.354521,1,256.68,40.4,216.28,1845.164653,0.833333,0.25,0.75,0.25,23,14,4000,5175.714855,1084.89841,0.083333,12,1,PAYMENT,6426.8,C1428527783,6096,0,M423109432,0,0,0
C13663,21.789565,0.333333,0,0,0,273.882354,0,0,0,0.166667,1,0,1200,574.484351,30.624751,1,6,1,PAYMENT,5274.17,C1715602761,129826,124551.83,M366752671,0,0,0
C13664,264.261791,1,175,0,175,0,0.416667,0,0.416667,0,0,5,1000,152.787605,213.203947,0,12,1,PAYMENT,2475.77,C1825923873,102792,100316.23,M883735648,0,0,0
C13665,1188.102086,1,0,0,0,1984.802386,0,0,0,0.25,6,0,1800,2122.721313,360.708968,0.090909,12,1,PAYMENT,4149.27,C1118998513,34867,30717.73,M906370291,0,0,0
C13666,2317.222844,1,741.02,741.02,0,1101.246941,0.583333,0.583333,0,0.166667,2,11,8200,1047.497885,574.751651,0,12,1,PAYMENT,11380.13,C1905114489,77037.91,65657.79,M538132628,0,0,0
C13668,1012.295263,0.8,627.51,627.51,0,2169.972526,0.5,0.5,0,0.4,5,5,4000,304.899075,257.215964,0,10,1,CASH_OUT,119542.86,C1988664928,65657.79,0,C97730845,9940339.29,9367714.52,0
C13669,1330.716005,1,1043.64,0,1043.64,0,1,0,1,0,0,12,1300,1210.930138,1598.490579,0,12,1,PAYMENT,25424.36,C1886381510,69756.86,44332.5,M1813375175,0,0,0
C13670,5983.285834,1,4170.04,4020.04,150,2359.135053,0.75,0.75,0.416667,0.583333,17,23,7000,2974.801874,3232.760835,0,12,1,CASH_OUT,289715.28,C1446511153,44332.5,0,C11003494,1.06E+07,1.02E+07,0
C13671,2822.483318,1,1203.05,780.13,422.92,3521.075329,0.583333,0.5,0.166667,0.583333,10,16,8500,4359.919494,624.012723,0.083333,12,1,PAYMENT,3149.19,C1693580552,0,0,M1799316869,0,0,0
C13672,6231.293492,1,0,0,0,9423.621866,0,0,0,0.5,7,0,10500,7690.562242,1730.102644,0.083333,12,1,PAYMENT,18952.73,C674233333,0,0,M1041255755,0,0,0
C13673,2681.041081,1,0,0,0,1865.578447,0,0,0,0.083333,1,0,7000,2806.574314,698.295365,0,12,1,DEBIT,2983.5,C1440939580,19727.26,16743.76,C1810132623,97128.19,100111.69,0
C13674,158.657744,0.909091,752,752,0,0,0.25,0.25,0,0,0,4,2500,865.171658,161.710712,0,12,1,PAYMENT,13.54,C1172417096,16743.76,16730.22,M314966354,0,0,0
C13675,4359.963222,1,0,0,0,2763.612473,0,0,0,0.583333,22,0,5000,1878.873999,3194.138435,0,12,1,PAYMENT,6159.35,C780172372,92732,86572.65,M1825662118,0,0,0
C13676,803.033404,1,0,0,0,1785.847822,0,0,0,0.25,5,0,3400,483.890558,262.163584,0,12,1,PAYMENT,4209.57,C606740638,998,0,M105146840,0,0,0
C13677,1245.943963,1,5848.55,3843.33,2005.22,0,1,1,1,0,0,73,5000,4833.588891,271.982369,0,12,1,PAYMENT,6.93,C730584984,68267,68260.07,M1276666395,0,0,0
C13678,149.540627,0.636364,656.16,186.9,469.26,901.458485,0.583333,0.166667,0.5,0.083333,1,19,3000,226.55628,167.090135,0,12,1,PAYMENT,7055.84,C969115094,48915,41859.16,M485237151,0,0,0
C13679,1140.805503,1,1296.47,1060.24,236.23,490.16229,1,0.75,0.833333,0.333333,5,32,1800,287.539782,299.883459,0,12,1,PAYMENT,1058.63,C1764622989,6032,4973.37,M1714007305,0,0,0
C13680,33.117601,0.909091,157.61,157.61,0,0,0.333333,0.333333,0,0,0,8,1800,173.321501,135.658586,0.142857,12,1,CASH_IN,95983.62,C1138845999,46465,142448.62,C1219161283,0,0,0
C13681,6.690484,0.272727,133.2,0,133.2,0,0.333333,0,0.25,0,0,4,2500,418.446951,42.250987,0,12,1,PAYMENT,5973.9,C1048332309,58319.72,52345.82,M668929853,0,0,0
C13682,536.846283,0.727273,2660.21,2565.24,94.97,0,0.666667,0.416667,0.416667,0,0,13,4000,931.515333,199.627117,0,12,1,PAYMENT,6397.18,C204844842,52345.82,45948.64,M1146423186,0,0,0
C13683,143.025504,1,1312.35,1312.35,0,0,0.916667,0.916667,0,0,0,12,300,1212.60088,178.466749,0.5,12,1,PAYMENT,3076.45,C406180845,897150.84,894074.39,M1196200241,0,0,0
C13684,0,0,339.85,339.85,0,103.334378,1,1,0,0.083333,1,12,6500,432.927281,,0,12,1,CASH_OUT,197761.38,C1713453581,894074.39,696313.01,C1068824137,504066.87,45982.28,0
C13685,5611.762916,1,4395.2,810.2,3585,1270.995476,0.75,0.416667,0.416667,0.25,4,22,10000,2697.38636,1264.58408,0,12,1,CASH_OUT,100740.53,C178575564,696313.01,595572.48,C248609774,6453430.91,6534746.07,0
C13686,216.842907,0.909091,2480.88,279.09,2201.79,0,1,0.25,0.833333,0,0,36,7000,2897.619018,141.539131,0.3,12,1,CASH_OUT,14166.38,C1018742990,595572.48,581406.1,C1364913072,34155.22,47409.85,0
C13687,1400.189725,1,0,0,0,48.568786,0,0,0,0.090909,1,0,1500,292.26428,636.964586,0,11,1,CASH_OUT,134543.6,C534643569,581406.1,446862.5,C1899073220,420946.86,877201.48,0
C13688,63.264922,0.818182,849.57,0,849.57,0,0.75,0,0.75,0,0,9,4000,886.592905,123.424741,0.636364,12,1,CASH_OUT,48206.82,C1891673045,446862.5,398655.68,C297927961,132842.64,97990.29,0
C13689,2473.466078,1,0,0,0,944.4812,0,0,0,0.272727,3,0,2500,156.061607,10474.56452,0,11,1,CASH_OUT,282944.06,C1552836537,398655.68,115711.62,C1122118227,427095,1.11E+07,0
C13690,544.423104,1,710.19,381.03,329.16,0,0.75,0.333333,0.5,0,0,14,1800,1453.969557,242.240752,0,12,1,CASH_OUT,19270.14,C638204510,115711.62,96441.48,C660143728,42450.71,103167.33,0
C13691,1.869435,0.454545,0.24,0.24,0,0,0.083333,0.083333,0,0,0,0,3000,150.381107,53.294711,0,12,1,CASH_OUT,5493.19,C1226858597,96441.48,90948.3,C884457408,502480.02,84916.82,0
C13692,1395.011267,0.636364,0,0,0,4781.140751,0,0,0,0.454545,10,0,5500,1719.426611,467.183345,0,11,1,PAYMENT,5983.51,C1007402143,48974,42990.49,M320321288,0,0,0
C13693,3221.717702,1,0,0,0,935.750295,0,0,0,0.083333,4,0,4500,5058.385272,1103.84347,0.083333,12,1,PAYMENT,2388.24,C1681434622,12264,9875.76,M777113684,0,0,0
C13694,1772.323491,1,574.14,146,428.14,2318.489037,0.833333,0.166667,0.75,0.916667,34,15,7500,2663.779785,404.810009,0,12,1,PAYMENT,6381.32,C1331654213,33008.44,26627.12,M1633566545,0,0,0
C13695,899.526526,0.714286,0,0,0,1363.827125,0,0,0,0.142857,2,0,1500,202.25573,168.184085,0,7,1,PAYMENT,9899.52,C1081635795,26627.12,16727.6,M1619773688,0,0,0
C13696,47.872617,0.818182,649,147.42,501.58,0,0.75,0.166667,0.666667,0,0,19,6000,624.293646,191.993448,0.875,12,1,PAYMENT,2368.4,C1410514922,50244,47875.6,M1151772302,0,0,0
C13697,253.08362,0.181818,0,0,0,1654.916972,0,0,0,0.083333,1,0,1800,0,,0,12,1,PAYMENT,5764.6,C1195615010,13825,8060.4,M2033282874,0,0,0
C13698,3053.311301,1,1889.8,1242.9,646.9,182.209576,0.666667,0.583333,0.416667,0.083333,1,27,8800,1789.470663,988.843416,0,12,1,PAYMENT,3236.86,C941453849,21393,18156.14,M1241395522,0,0,0
C13699,592.171152,1,0,0,0,1058.554385,0,0,0,0.142857,3,0,1800,216.539488,124.816467,0.142857,7,1,PAYMENT,4209.87,C335466988,40973,36763.13,M1640244246,0,0,0
C13701,286.264356,0.857143,27.51,27.51,0,871.199257,0.142857,0.142857,0,0.428571,3,1,500,733.901545,122.83519,0.25,7,1,DEBIT,11388.1,C848961421,55386,43997.9,C357863579,92307.65,47457.17,0
C13702,7.056933,0.636364,85.8,0,85.8,0,0.333333,0,0.25,0,0,4,2400,132.51377,118.67516,0.333333,12,1,TRANSFER,124041.53,C173431997,33260,0,C2140846441,65,34856.89,0
C13703,135.765325,1,3997.03,3943.93,53.1,99.079907,0.5,0.166667,0.333333,0.083333,1,7,5600,3741.698029,206.505497,0,12,1,PAYMENT,12061.28,C1875025322,11993,0,M795275472,0,0,0
C13704,30.93853,0.909091,232.89,0,232.89,0,0.416667,0,0.333333,0,0,10,16000,86.660547,90.167861,0.1,12,1,DEBIT,1072.36,C1298330822,1388,315.64,C1711105800,456986,147251.58,0
C13705,35.382803,0.545455,359.84,0,359.84,0,0.416667,0,0.333333,0,0,9,5000,503.91361,135.328767,0.75,12,1,CASH_OUT,189476.67,C1969875555,315.64,0,C1259769769,252055.24,109421.19,0
C13706,242.901961,0.636364,790.39,540.77,249.62,3866.409521,0.75,0.166667,0.583333,0.333333,7,16,10000,3774.471563,121.14295,0.3,12,1,PAYMENT,8054.62,C247269033,290772.6,282717.99,M382044126,0,0,0
C13707,1678.85258,1,0,0,0,551.890714,0,0,0,0.083333,2,0,1800,360.416137,545.158224,0,12,1,CASH_OUT,457194.09,C1289454852,282717.99,0,C22805895,651524.92,483173.63,0
C13708,1344.353594,1,0,0,0,661.025022,0,0,0,0.181818,3,0,1500,266.795469,456.289689,0,11,1,TRANSFER,219583.95,C1994085390,39387,0,C1997859171,383533.35,393957.76,0
C13709,1503.884481,1,3296.52,2988.63,307.89,842.262706,0.916667,0.5,0.75,0.166667,2,38,2300,4922.59119,828.828133,0.083333,12,1,PAYMENT,6015.17,C271944754,34493,28477.83,M720638621,0,0,0
C13710,132.471933,1,1767.75,500,1267.75,0,0.916667,0.083333,0.833333,0,0,12,6000,1757.458646,169.684838,1,12,1,PAYMENT,6748.38,C974606690,17008,10259.62,M373299466,0,0,0
C13711,3516.835582,1,4019.73,1932.75,2086.98,0,0.916667,0.916667,1,0,0,73,12000,3376.57379,910.942173,0,12,1,CASH_IN,271566.78,C707281900,10259.62,281826.4,C451111351,3940085.21,3419944.48,0
C13712,838.594895,0.636364,258.49,258.49,0,2220.225056,0.181818,0.181818,0,0.363636,6,2,2000,2670.428981,988.159544,0,11,1,CASH_IN,190398.63,C541248718,281826.4,472225.03,C681979935,674707,176131.8,0
C13713,93.672733,1,674.3,69.5,604.8,0,1,0.166667,1,0,0,26,5400,812.396962,194.901529,0.083333,12,1,CASH_IN,149651.68,C551421413,472225.03,621876.71,C681979935,484308.37,176131.8,0
C13714,1106.910402,1,515.98,286.81,229.17,0,0.5,0.166667,0.416667,0,0,7,12000,1867.692351,283.339719,0,12,1,CASH_IN,84527.66,C918606013,621876.71,706404.36,C1262822392,1.25E+07,1.19E+07,0
C13715,13.173883,0.272727,1243.48,643.44,600.04,0,0.833333,0.25,0.583333,0,0,24,4800,1490.981521,17.053725,0,12,1,CASH_IN,1030100.15,C1579139754,706404.36,1736504.51,C747464370,1567434.81,90450.54,0
C13717,4157.933876,1,929.2,631.4,297.8,2592.238013,0.583333,0.333333,0.25,0.583333,8,12,8000,934.634439,1076.539881,0,12,1,CASH_IN,55091.05,C1754087707,1736504.51,1791595.57,C1831477404,247063.16,224705.73,0
C13718,3789.302616,1,49.98,0,49.98,0,0.166667,0,0.166667,0,0,3,8500,1046.938327,1131.579706,0,12,1,CASH_IN,318209.62,C942444738,1791595.57,2109805.18,C1360767589,2107965.39,1155321.27,0
C13719,41.143328,1,239.23,239.23,0,0,0.583333,0.583333,0,0,0,7,6000,309.734225,149.956376,0.083333,12,1,CASH_IN,294676.6,C140110402,2109805.18,2404481.78,C667346055,9291619.62,1.07E+07,0
C13720,2843.642245,1,116.75,116.75,0,229.950859,0.166667,0.166667,0,0.083333,2,5,3000,830.607554,707.607834,0,12,1,CASH_IN,294304.91,C678654833,2404481.78,2698786.7,C1789550256,4619798.56,3964356.31,0
C13721,150.351606,1,352.92,352.92,0,0,0.333333,0.333333,0,0,0,4,3100,0,,0,12,1,CASH_IN,168276.37,C720661245,2698786.7,2867063.07,C2083562754,982390.26,814113.89,0
C13722,477.81804,1,515.6,515.6,0,0,0.333333,0.333333,0,0,0,5,7500,610.621157,277.826134,0,12,1,CASH_IN,38583.71,C1979860449,2867063.07,2905646.78,C968113504,241220.25,76120.27,0
C13723,294.338354,1,1851.48,0,1851.48,0,1,0,1,0,0,12,1400,1479.799263,197.087803,0,12,1,PAYMENT,2338.05,C835631769,81955,79616.95,M43368234,0,0,0
C13724,58.811557,0.636364,370,370,0,19.719684,0.083333,0.083333,0,0.083333,1,1,1200,1483.573731,144.531014,0.090909,12,1,CASH_IN,276273.67,C197107207,922,277195.67,C597190999,6830.83,0,0
C13725,4476.972577,1,360.95,231,129.95,840.962414,0.454545,0.181818,0.272727,0.363636,11,9,7500,2230.331576,1484.636709,0,11,1,PAYMENT,10928.31,C1878454236,277195.67,266267.36,M724081353,0,0,0
C13726,6851.036206,1,669.93,203.19,466.74,4588.030733,0.75,0.083333,0.666667,0.583333,14,11,9500,2499.79919,1746.510786,0,12,1,PAYMENT,11335.23,C82517097,10537,0,M1943266645,0,0,0
C13727,4229.914629,0.909091,1631.85,1631.85,0,4350.228299,0.416667,0.416667,0,0.083333,1,9,10000,6211.694188,1157.178012,0,12,1,DEBIT,924.07,C721648892,21898,20973.93,C115939475,20955,0,0
C13728,11.799054,0.5,77.36,0,77.36,0,0.5,0,0.375,0,0,4,1200,103.635381,117.664686,1,8,1,PAYMENT,7677.95,C1150436743,45881.29,38203.34,M407241000,0,0,0
C13729,17.125776,0.727273,95.76,0,95.76,0,0.583333,0,0.583333,0,0,7,4000,116.956664,135.178047,0.222222,12,1,CASH_IN,132540.87,C1960031800,38203.34,170744.21,C884457408,507973.21,84916.82,0
C13730,107.536958,1,555,0,555,0,1,0,0.833333,0,0,6,1000,313.879828,48.96697,0,6,1,CASH_IN,170914.25,C1149747394,170744.21,341658.45,C796774130,196149,25234.75,0
C13731,1624.004773,1,0,0,0,223.285625,0,0,0,0.25,5,0,1800,781.308189,489.267058,0,12,1,CASH_IN,17487.62,C309271464,341658.45,359146.07,C22805895,1108719.01,483173.63,0
C13732,4226.8188,1,0,0,0,3425.647464,0,0,0,0.416667,8,0,7000,1226.710941,1281.843775,0,12,1,CASH_IN,230892.79,C973604748,359146.07,590038.87,C909295153,5602234.95,5729799.14,0
C13733,47.722183,0.636364,440.37,105,335.37,0,0.583333,0.083333,0.5,0,0,8,1200,674.726783,168.430684,0.8,12,1,CASH_IN,734657.1,C1401095299,590038.87,1324695.96,C33524623,1525633.67,138395.49,0
C13734,971.268179,0.777778,2336.32,1845.99,490.33,0,0.777778,0.777778,0.555556,0,0,31,4000,299.485824,252.187792,0,9,1,CASH_IN,452932.69,C704143329,1324695.96,1777628.65,C453211571,3741088.83,3726770.23,0
C13735,33.015501,0.727273,295.56,108,187.56,0,0.666667,0.166667,0.5,0,0,9,3000,301.892766,165.877993,0.625,12,1,CASH_IN,70299.66,C1134601005,1777628.65,1847928.31,C1068824137,701828.25,45982.28,0
C13736,383.921461,1,6598.29,6598.29,0,0,1,1,0,0,0,102,9500,4371.05477,229.880036,0.916667,12,1,CASH_IN,245679.75,C963573938,1847928.31,2093608.06,C1899073220,555490.45,877201.48,0
C13737,1725.950669,0.727273,268,0,268,5074.475131,0.333333,0,0.25,0.166667,3,4,4500,8167.082676,760.852947,0.142857,12,1,CASH_IN,300768.79,C1921143808,2093608.06,2394376.85,C1711105800,458058.36,147251.58,0
C13738,288.525281,1,341.7,341.7,0,0,0.083333,0.083333,0,0,0,1,1000,246.925425,237.035886,0,12,1,CASH_IN,90697.75,C435034854,2394376.85,2485074.59,C662736689,4891090.56,4629353.77,0
C13739,169.925245,1,2000,0,2000,0,0.916667,0,0.833333,0,0,21,7000,1862.047167,171.958681,0.909091,12,1,CASH_IN,130280.74,C1594981181,2485074.59,2615355.34,C11003494,1.09E+07,1.02E+07,0
C13740,1827.921694,1,3626.09,3626.09,0,1280.42318,1,1,0,0.166667,2,15,6000,1962.883537,462.098001,0,12,1,CASH_IN,72984.81,C292856581,2615355.34,2688340.14,C564160838,1254956.07,1070702.75,0
C13741,5368.192094,1,4050.01,3863.11,186.9,4843.394482,0.666667,0.583333,0.166667,0.416667,13,32,13000,14290.99627,1337.235636,0,12,1,CASH_IN,336230.03,C1907808127,2688340.14,3024570.17,C747464370,537334.66,90450.54,0
C13742,854.739785,1,0,0,0,298.390512,0,0,0,0.083333,1,0,7000,1397.280901,249.103542,0,12,1,CASH_IN,75162.99,C409393797,3024570.17,3099733.16,C1335050193,353532.56,53743.06,0
C13743,66.73904,0.545455,0,0,0,325.379938,0,0,0,0.083333,3,0,2500,610.793225,110.712542,0,12,1,CASH_IN,147987.48,C1291485735,3099733.16,3247720.64,C2100440237,235238.66,87251.18,0
C13744,7064.55047,1,0,0,0,11582.49911,0,0,0,0.75,38,0,11500,7964.175992,1607.124085,0,12,1,CASH_IN,76305.39,C2015521846,3247720.64,3324026.03,C2063763486,601898.44,792325.38,0
C13745,739.124439,0.727273,380.8,323,57.8,983.2321,0.416667,0.25,0.25,0.083333,2,7,4500,464.271303,211.836739,0,12,1,CASH_IN,18194.34,C1063801186,3324026.03,3342220.38,C1335050193,278369.57,53743.06,0
C13746,1001.543878,1,2577.1,720.1,1857,2241.427898,1,0.666667,0.666667,0.416667,7,49,15500,3875.419446,327.217973,0.090909,12,1,CASH_IN,68931.2,C301205240,3342220.38,3411151.57,C1277716905,79933,0,0
C13747,6743.544354,1,1437.65,317.5,1120.15,1957.772343,0.75,0.166667,0.583333,0.25,9,20,8000,1585.561354,1696.945451,0,12,1,CASH_IN,231460.09,C159860059,3411151.57,3642611.66,C11003494,1.07E+07,1.02E+07,0
C13748,5342.348915,1,0,0,0,8075.196634,0,0,0,0.333333,7,0,6000,6335.002819,938.210823,0.111111,9,1,CASH_IN,156316.71,C1647303553,3642611.66,3798928.38,C1859965144,269880,0,0
C13749,980.034696,1,275,0,275,0,0.916667,0,0.916667,0,0,11,1000,537.693669,649.808406,0,12,1,CASH_IN,232720.95,C523331047,3798928.38,4031649.33,C1360767589,1789755.77,1155321.27,0
C13750,2374.665105,1,339.82,339.82,0,1434.174341,0.166667,0.166667,0,0.333333,4,3,6000,622.389567,604.704131,0,12,1,CASH_IN,18536.86,C784556863,4031649.33,4050186.19,C193625667,303464,0,0
C13751,633.396401,1,0,0,0,1330.106689,0,0,0,0.166667,2,0,1500,116.50071,171.747655,0,12,1,CASH_IN,89380.43,C492656161,4050186.19,4139566.62,C1459035867,221328,58638.78,0
C13752,2899.032432,0.857143,0,0,0,3431.707208,0,0,0,0.571429,7,0,4000,407.402983,636.954252,0,7,1,CASH_IN,568912.68,C20084184,4139566.62,4708479.3,C998351292,1015132.48,1097218.45,0
C13753,2671.282197,1,2307.35,2165.12,142.23,0,0.833333,0.833333,0.25,0,0,31,7500,645.688177,623.12516,0,12,1,PAYMENT,3351.14,C364389956,1370.51,0,M542598487,0,0,0
C13754,1138.314061,1,470.17,470.17,0,553.632474,0.25,0.25,0,0.083333,1,3,2100,0,,0,12,1,PAYMENT,4564.51,C1464652578,0,0,M1170399398,0,0,0
C13755,8700.079439,1,20421.59,16864.56,3557.03,0,1,1,1,0,0,204,17000,13002.30393,2746.592199,0.083333,12,1,PAYMENT,3050.39,C295466076,0,0,M175822565,0,0,0
C13756,1278.671515,1,229,229,0,1444.251462,0.166667,0.166667,0,0.25,10,3,1600,410.259989,456.099234,0.083333,12,1,PAYMENT,942.95,C991875403,0,0,M1762378078,0,0,0
C13757,1375.25356,1,0,0,0,142.304216,0,0,0,0.083333,1,0,1500,364.444624,404.839423,0,12,1,PAYMENT,121.27,C466056887,0,0,M1196836564,0,0,0
C13758,4496.709257,1,945.26,945.26,0,0,0.25,0.25,0,0,0,4,9500,1149.199704,1093.331983,0,12,1,PAYMENT,3798.36,C168776700,0,0,M1035563730,0,0,0
C13759,955.117067,1,0,0,0,3798.701398,0,0,0,0.5,13,0,4500,2413.364689,284.390966,0,12,1,PAYMENT,2246.11,C501991708,0,0,M1753107603,0,0,0
C13760,1390.597054,1,724.4,724.4,0,0,0.5,0.5,0,0,0,9,7000,998.57171,432.987767,0,12,1,PAYMENT,1217.83,C404648659,0,0,M1858583776,0,0,0
C13761,1330.585412,1,304.6,304.6,0,0,1,1,0,0,0,12,8000,1310.489719,385.183578,0,12,1,PAYMENT,1285.77,C757541645,0,0,M925364462,0,0,0
C13762,177.592802,1,1471.55,1471.55,0,0,1,1,0,0,0,25,25000,1389.167981,262.826661,0.916667,12,1,PAYMENT,25767.46,C1547994163,0,0,M263656423,0,0,0
C13763,19.104261,0.636364,322.77,0,322.77,0,0.583333,0,0.5,0,0,7,5300,409.550536,174.81905,0.857143,12,1,PAYMENT,6054.6,C459030111,0,0,M326376794,0,0,0
C13764,1593.708884,1,1676.78,33.68,1643.1,1370.18527,1,0.083333,1,0.166667,2,38,1800,1542.745936,1458.898338,0,12,1,PAYMENT,1816.52,C1802073627,0,0,M1551263930,0,0,0
C13765,5.006737,1,100.3,100.3,0,0,0.083333,0.083333,0,0,0,1,5000,188.823702,16.853858,0,12,1,PAYMENT,5171.22,C639769517,0,0,M361712894,0,0,0
C13767,531.349404,1,1599.02,817.8,781.22,0,1,0.25,1,0,0,46,8000,1369.654983,200.078137,0,12,1,PAYMENT,1566.11,C905329146,0,0,M1521132614,0,0,0
C13768,1184.529629,1,467.32,0,467.32,2337.837011,1,0,1,0.583333,7,25,6500,903.639776,340.000899,0.083333,12,1,PAYMENT,7014.89,C1818440653,0,0,M65305091,0,0,0
C13769,16.068323,0.636364,182.8,79,103.8,0,0.333333,0.083333,0.25,0,0,4,1200,294.668739,108.486655,0.571429,12,1,PAYMENT,3858.3,C131709548,0,0,M148813381,0,0,0
C13770,6644.82923,1,0,0,0,2557.006793,0,0,0,0.25,9,0,7600,1648.570068,2284.360915,0,12,1,PAYMENT,27018.5,C2111181256,0,0,M1564629011,0,0,0
C13771,2803.663441,1,81.41,0,81.41,0,0.5,0,0.5,0,0,6,3000,839.354624,967.565584,0,12,1,PAYMENT,2879.51,C386040589,0,0,M1788048182,0,0,0
C13772,3743.771094,1,368.44,128.67,239.77,1428.188333,0.9,0.2,0.7,0.3,3,11,7000,748.149925,767.438566,0,10,1,PAYMENT,18975.26,C663119869,0,0,M1749758430,0,0,0
C13773,5970.705432,1,6091.51,2071.52,4019.99,0,1,0.666667,1,0,0,111,8500,2516.606708,1333.818771,0,12,1,PAYMENT,3056.61,C1800592689,0,0,M438897070,0,0,0
C13774,49.789963,1,700,0,700,0,1,0,0.9,0,0,10,1000,658.47788,160.909873,1,10,1,PAYMENT,798.26,C235154585,26149,25350.74,M1064315206,0,0,0
C13775,1013.706876,1,2143.28,227.12,1916.16,3610.57243,0.916667,0.333333,0.583333,0.083333,1,34,7500,2945.957395,290.544441,0,12,1,PAYMENT,2807.18,C1119277260,463883,461075.82,M268490061,0,0,0
C13776,1544.279694,1,0,0,0,472.46147,0,0,0,0.416667,8,0,1600,771.903463,704.457126,0,12,1,PAYMENT,2746.12,C1062163248,51443,48696.88,M21723014,0,0,0
C13777,78.402006,1,233.34,0,233.34,0,0.833333,0,0.833333,0,0,10,3100,278.825852,202.802547,0,12,1,PAYMENT,5256.18,C1963980755,10136,4879.82,M1672736386,0,0,0
C13778,712.91077,1,602.3,413.99,188.31,0,1,1,0.666667,0,0,26,7500,455.465188,205.19717,0,12,1,PAYMENT,2153.73,C639690519,15409,13255.27,M2089636626,0,0,0
C13779,916.961442,1,156.5,156.5,0,0,0.083333,0.083333,0,0,0,3,1200,238.956831,440.543925,0,12,1,PAYMENT,4378.75,C1983283775,10951,6572.25,M168670597,0,0,0
C13780,837.142436,1,5344.92,3666.78,1678.14,0,1,0.916667,1,0,0,157,8500,4522.48655,222.642044,0,12,1,PAYMENT,16910.42,C724886412,45142,28231.58,M1027022907,0,0,0
C13781,6468.426706,1,277.7,277.7,0,4440.766432,0.666667,0.666667,0,0.333333,6,8,10000,1544.782363,1970.75409,0,12,1,PAYMENT,4195.41,C2144496344,15204,11008.59,M412375354,0,0,0
C13782,35.460649,0.909091,378.58,378.58,0,0,0.083333,0.083333,0,0,0,2,2000,388.874728,47.739871,0,12,1,CASH_OUT,247199.96,C347136295,144742,0,C195600860,40348.79,82846.67,0
C13783,611.983643,1,0,0,0,2189.894057,0,0,0,0.166667,2,0,1700,2714.119535,232.12183,0.25,12,1,PAYMENT,2505.99,C276970866,1476,0,M2095710480,0,0,0
C13784,561.974673,1,2930.99,2279,651.99,0,0.75,0.333333,0.666667,0,0,20,4000,510.35919,262.710453,0,12,1,PAYMENT,5986.18,C1183701566,470,0,M1428664849,0,0,0
C13785,2403.175046,1,0,0,0,906.383436,0,0,0,0.333333,15,0,2500,1089.627935,1784.183581,0,12,1,PAYMENT,6794.37,C1422883946,0,0,M2013332834,0,0,0
C13786,658.123447,1,1294.09,712.68,581.41,106.899407,1,0.5,1,0.083333,1,62,4000,1803.332627,176.771849,0,12,1,PAYMENT,5029.67,C1349872758,0,0,M950729555,0,0,0
C13787,502.399014,0.428571,0,0,0,1392.472408,0,0,0,0.285714,4,0,1500,0,,0,7,1,PAYMENT,4489.66,C388623360,601273,596783.34,M1744032146,0,0,0
C13788,743.38993,0.7,1530.63,1530.63,0,0,0.2,0.2,0,0,0,4,3000,393.615017,192.211742,0,10,1,PAYMENT,5193.39,C480118726,32456,27262.61,M1929447269,0,0,0
C13789,284.510677,0.818182,83.2,83.2,0,0,0.083333,0.083333,0,0,0,1,6500,1033.94329,146.825436,0.090909,12,1,DEBIT,4188.03,C722513129,8765,4576.97,C101601906,16097.76,20285.79,0
C13790,1418.854925,1,0,0,0,121.072144,0,0,0,0.083333,1,0,1500,275.722064,408.666535,0,12,1,PAYMENT,4975.75,C1377212248,2415.16,0,M1054477035,0,0,0
C13791,5629.224986,1,3382.96,3382.96,0,553.500582,1,1,0,0.166667,3,42,10500,1537.649319,1279.024775,0,12,1,TRANSFER,91424.21,C1167792250,0,0,C1067936865,154845,0,0
C13792,1210.573775,1,2077.09,1578.62,498.47,0,1,1,0.5,0,0,20,1500,879.902552,525.459448,0,10,1,PAYMENT,1780.48,C1799521220,26010,24229.52,M218654115,0,0,0
C13793,2784.364948,1,1178.31,1178.31,0,0,0.583333,0.583333,0,0,0,8,8500,4188.764712,776.323383,0,12,1,PAYMENT,2211.92,C1668004795,105680,103468.08,M2125346660,0,0,0
